9.999998807907104492e-01,7.126182317733764648e-01,7.828191518783569336e-01,8.166940212249755859e-01,7.994015216827392578e-01,8.033278584480285645e-01,8.111001849174499512e-01,8.056456446647644043e-01,7.357606291770935059e-01,7.680171728134155273e-01,4.153493940830230713e-01,7.494217753410339355e-01,7.231698036193847656e-01,7.025800347328186035e-01,6.083087325096130371e-01,7.502543926239013672e-01,6.988308429718017578e-01,7.376919388771057129e-01,7.423207759857177734e-01,5.867617726325988770e-01,6.842648983001708984e-01,6.913672685623168945e-01,7.197672128677368164e-01,4.766231775283813477e-01,6.473549008369445801e-01,6.419393420219421387e-01,7.062613368034362793e-01,6.866338253021240234e-01,6.071356534957885742e-01,7.125613093376159668e-01,6.178242564201354980e-01
7.126182317733764648e-01,1.000000000000000000e+00,6.855370402336120605e-01,7.017785310745239258e-01,6.681734323501586914e-01,7.055938839912414551e-01,7.012481689453125000e-01,6.995792984962463379e-01,6.818142533302307129e-01,6.756443977355957031e-01,5.106340050697326660e-01,7.551052570343017578e-01,7.255585193634033203e-01,6.614080071449279785e-01,6.054491996765136719e-01,7.087948918342590332e-01,6.832321882247924805e-01,6.754842400550842285e-01,6.922607421875000000e-01,5.781270265579223633e-01,6.834923624992370605e-01,7.006914615631103516e-01,7.050089240074157715e-01,4.671266674995422363e-01,6.438919901847839355e-01,6.287985444068908691e-01,6.780535578727722168e-01,6.642740368843078613e-01,6.087843775749206543e-01,6.790240406990051270e-01,5.854672193527221680e-01
7.828191518783569336e-01,6.855370402336120605e-01,1.000000000000000000e+00,7.777745723724365234e-01,7.212492227554321289e-01,7.938766479492187500e-01,8.205668330192565918e-01,7.726529240608215332e-01,7.069879174232482910e-01,7.329152226448059082e-01,4.262206554412841797e-01,7.313809990882873535e-01,7.362597584724426270e-01,7.286730408668518066e-01,6.209170222282409668e-01,7.518218755722045898e-01,7.214063405990600586e-01,7.397862076759338379e-01,7.443168759346008301e-01,5.863703489303588867e-01,7.148621678352355957e-01,6.807742118835449219e-01,7.329295873641967773e-01,4.900015592575073242e-01,6.693125367164611816e-01,6.792365312576293945e-01,7.158131599426269531e-01,7.181016206741333008e-01,6.491081714630126953e-01,7.221183180809020996e-01,6.225491762161254883e-01
8.166940212249755859e-01,7.017785310745239258e-01,7.777745723724365234e-01,1.000000000000000000e+00,8.532445430755615234e-01,7.812658548355102539e-01,8.232825398445129395e-01,8.201150298118591309e-01,7.194188833236694336e-01,7.944270968437194824e-01,4.483322501182556152e-01,7.819517850875854492e-01,7.919705510139465332e-01,7.621273994445800781e-01,6.817299127578735352e-01,7.821541428565979004e-01,7.702084779739379883e-01,7.847996354103088379e-01,8.034415245056152344e-01,6.341621875762939453e-01,7.625451683998107910e-01,7.379843592643737793e-01,7.811232805252075195e-01,5.533093810081481934e-01,7.200317382812500000e-01,7.193270325660705566e-01,7.731353044509887695e-01,7.697427272796630859e-01,7.031567096710205078e-01,7.806573510169982910e-01,6.844333410263061523e-01
7.994015216827392578e-01,6.681734323501586914e-01,7.212492227554321289e-01,8.532445430755615234e-01,1.000000000000000000e+00,7.509876489639282227e-01,7.793871164321899414e-01,7.931432127952575684e-01,6.665171384811401367e-01,8.745837807655334473e-01,3.833084404468536377e-01,7.279102206230163574e-01,7.074478268623352051e-01,6.836645603179931641e-01,6.617164015769958496e-01,7.348470687866210938e-01,6.998164057731628418e-01,7.241039872169494629e-01,7.451307177543640137e-01,6.410992145538330078e-01,6.811865568161010742e-01,6.750500202178955078e-01,7.102012634277343750e-01,5.098512172698974609e-01,6.593741774559020996e-01,6.421543359756469727e-01,7.125288844108581543e-01,6.962203383445739746e-01,6.199936866760253906e-01,6.933096647262573242e-01,6.915157437324523926e-01
8.033278584480285645e-01,7.055938839912414551e-01,7.938766479492187500e-01,7.812658548355102539e-01,7.509876489639282227e-01,1.000000000000000000e+00,8.040449023246765137e-01,7.881959676742553711e-01,7.547413706779479980e-01,7.058193087577819824e-01,3.398313820362091064e-01,7.697876691818237305e-01,7.469801902770996094e-01,6.935207247734069824e-01,6.470742821693420410e-01,8.073641061782836914e-01,7.364321947097778320e-01,7.233489751815795898e-01,7.384160757064819336e-01,6.014064550399780273e-01,7.481923699378967285e-01,7.111467719078063965e-01,7.730954289436340332e-01,4.940519034862518311e-01,6.871788501739501953e-01,6.800051331520080566e-01,7.519890069961547852e-01,7.321231365203857422e-01,6.336003541946411133e-01,7.208104729652404785e-01,6.245928406715393066e-01
8.111001849174499512e-01,7.012481689453125000e-01,8.205668330192565918e-01,8.232825398445129395e-01,7.793871164321899414e-01,8.040449023246765137e-01,1.000000119209289551e+00,8.407633304595947266e-01,7.164732217788696289e-01,7.895979285240173340e-01,4.223716855049133301e-01,7.854874134063720703e-01,7.618838548660278320e-01,7.538764476776123047e-01,6.678870320320129395e-01,7.821643352508544922e-01,7.420290112495422363e-01,7.742866277694702148e-01,7.802264094352722168e-01,6.499004960060119629e-01,7.342014312744140625e-01,7.241740226745605469e-01,7.456316947937011719e-01,5.370981693267822266e-01,7.106123566627502441e-01,7.028569579124450684e-01,7.504076361656188965e-01,7.406059503555297852e-01,6.572602391242980957e-01,7.511534690856933594e-01,6.765002608299255371e-01
8.056456446647644043e-01,6.995792984962463379e-01,7.726529240608215332e-01,8.201150298118591309e-01,7.931432127952575684e-01,7.881959676742553711e-01,8.407633304595947266e-01,1.000000000000000000e+00,7.157987952232360840e-01,7.529761791229248047e-01,4.379007816314697266e-01,7.493837475776672363e-01,7.356379628181457520e-01,7.255740761756896973e-01,6.324320435523986816e-01,7.626103162765502930e-01,7.248467206954956055e-01,7.390798926353454590e-01,7.503172159194946289e-01,6.036843061447143555e-01,7.140213847160339355e-01,6.768326759338378906e-01,7.540484666824340820e-01,4.825702309608459473e-01,6.878134012222290039e-01,6.740397214889526367e-01,7.356694936752319336e-01,7.196497917175292969e-01,6.406823992729187012e-01,7.327125072479248047e-01,6.283550858497619629e-01
7.357606291770935059e-01,6.818142533302307129e-01,7.069879174232482910e-01,7.194188833236694336e-01,6.665171384811401367e-01,7.547413706779479980e-01,7.164732217788696289e-01,7.157987952232360840e-01,1.000000119209289551e+00,6.919897198677062988e-01,4.256288707256317139e-01,7.472714781761169434e-01,7.591640949249267578e-01,7.091745138168334961e-01,6.532631516456604004e-01,7.719059586524963379e-01,7.418547868728637695e-01,7.189281582832336426e-01,7.363007068634033203e-01,6.017053723335266113e-01,7.546506524085998535e-01,7.050293684005737305e-01,8.014346361160278320e-01,5.497044324874877930e-01,6.772236227989196777e-01,6.428268551826477051e-01,7.454302310943603516e-01,7.417254447937011719e-01,6.881905198097229004e-01,7.173457145690917969e-01,6.262875795364379883e-01
7.680171728134155273e-01,6.756443977355957031e-01,7.329152226448059082e-01,7.944270968437194824e-01,8.745837807655334473e-01,7.058193087577819824e-01,7.895979285240173340e-01,7.529761791229248047e-01,6.919897198677062988e-01,1.000000000000000000e+00,4.110781848430633545e-01,7.109771966934204102e-01,7.024024724960327148e-01,6.789388656616210938e-01,6.466463804244995117e-01,7.024580836296081543e-01,6.800826787948608398e-01,7.096882462501525879e-01,7.326073050498962402e-01,6.300373673439025879e-01,6.579005122184753418e-01,6.635018587112426758e-01,6.915451884269714355e-01,5.206727385520935059e-01,6.475932598114013672e-01,6.235808134078979492e-01,6.992677450180053711e-01,6.790581345558166504e-01,6.290343403816223145e-01,6.767437458038330078e-01,6.803432106971740723e-01
